Player,Year,Player Year,Games,Total plays,On-ball PRF/g,On-ball PRF baseline,On-ball Plays/g,On-ball rORTG,On-ball PC/g,Off-ball: Partner PRF/g,Off-ball: Partner PRF/g baseline,Off-ball: Partner Plays/g,Off-ball: Partner rORTG,Off-ball: Partner PC/g,Off-ball: Space PRF/g,Off-ball: Space PRF/g baseline,Off-ball: Space Plays/g,Off-ball: Space rORTG,Off-ball: Space PC/g,Off-ball: Crash PRF/g,Off-ball: Crash PRF/g baseline,Off-ball: Crash Plays/g,Off-ball: Crash rORTG,Off-ball: Crash PC/g,Transition PRF/g,Transition PRF/g baseline,Transition Plays/g,Transition rORTG,Transition PC/g,Total PRF/g,Total PRF/g baseline,Total Plays/g,Total rORTG,Total PC/g
Jason Thompson,2014-15,Jason Thompson 2014-15,81,787,3.5,3.8,4.2,-7.5,-0.32,1.1,1.2,1.3,-11.9,-0.15,0.7,0.9,1.0,-27.8,-0.27,2.8,2.6,2.5,5.7,0.14,0.7,0.7,0.8,3.7,0.03,8.7,9.3,9.7,-5.8,-0.57
Jason Thompson,2015-16,Jason Thompson 2015-16,44,220,2.5,2.4,2.7,2.6,0.07,0.4,0.4,0.4,-7.9,-0.03,0.5,0.6,0.6,-4.7,-0.03,1.3,1.2,1.1,14.7,0.16,0.3,0.2,0.3,33.5,0.09,5.1,4.8,5.0,5.2,0.26
Jason Williams,2005-06,Jason Williams 2005-06,59,1214,11.3,10.9,12.0,4.1,0.49,0.1,0.2,0.2,-41.8,-0.07,3.9,3.1,3.2,26.9,0.86,0.0,0.1,0.1,-49.8,-0.03,5.8,4.6,5.1,22.9,1.17,21.2,18.8,20.6,11.8,2.42
Jason Williams,2006-07,Jason Williams 2006-07,61,1337,13.6,13.4,14.8,1.7,0.26,0.1,0.1,0.2,-10.7,-0.02,3.1,2.9,3.0,6.5,0.20,0.0,0.1,0.0,-36.3,-0.02,4.4,3.5,3.9,23.2,0.90,21.4,20.1,21.9,6.1,1.33
Jason Williams,2007-08,Jason Williams 2007-08,67,1209,10.8,11.1,12.1,-1.8,-0.22,0.1,0.1,0.1,-43.6,-0.07,2.8,2.7,2.8,3.7,0.10,0.1,0.1,0.1,-9.0,-0.01,3.0,2.7,2.9,11.3,0.33,16.8,16.7,18.0,0.8,0.14
Jason Williams,2009-10,Jason Williams 2009-10,82,1194,9.8,8.8,9.6,10.4,1.00,0.1,0.1,0.1,-5.6,0.00,1.9,1.6,1.6,20.5,0.33,0.1,0.1,0.1,35.8,0.02,3.6,2.9,3.2,20.5,0.66,15.4,13.4,14.6,13.7,2.00
Jason Williams,2010-11,Jason Williams 2010-11,27,189,4.2,4.4,4.9,-4.5,-0.22,0.1,0.1,0.1,109.0,0.08,0.8,0.8,0.8,-3.4,-0.03,0.0,0.0,0.0,,0.00,1.3,1.1,1.3,12.4,0.16,6.4,6.4,7.0,-0.1,-0.01
JaVale McGee,2008-09,JaVale McGee 2008-09,74,548,1.9,2.4,2.6,-17.7,-0.47,0.7,0.7,0.6,2.2,0.01,0.5,0.7,0.7,-27.3,-0.20,2.7,2.7,2.5,1.4,0.03,1.2,0.8,0.9,44.1,0.41,7.1,7.3,7.4,-2.8,-0.21
JaVale McGee,2009-10,JaVale McGee 2009-10,56,442,1.8,2.6,2.8,-29.5,-0.84,0.9,0.8,0.8,9.9,0.08,0.8,1.0,1.0,-19.3,-0.19,3.1,2.7,2.5,15.6,0.39,1.0,0.7,0.8,37.3,0.28,7.5,7.8,7.9,-3.5,-0.27
JaVale McGee,2010-11,JaVale McGee 2010-11,79,870,3.5,4.2,4.6,-15.1,-0.70,0.8,0.7,0.7,18.0,0.12,0.4,0.6,0.6,-24.0,-0.14,4.9,4.3,4.1,14.7,0.60,1.4,1.0,1.1,36.5,0.39,11.0,10.7,11.0,2.4,0.27
JaVale McGee,2011-12,JaVale McGee 2011-12,61,781,4.2,5.0,5.7,-13.7,-0.78,1.0,0.8,0.9,21.9,0.19,0.4,0.6,0.6,-29.8,-0.18,5.2,4.6,4.3,16.1,0.70,1.6,1.1,1.3,35.4,0.46,12.5,12.1,12.8,2.9,0.38
JaVale McGee,2012-13,JaVale McGee 2012-13,79,748,2.1,2.9,3.3,-25.7,-0.84,1.0,0.7,0.7,31.9,0.24,0.3,0.4,0.4,-26.0,-0.11,4.9,4.0,3.8,21.9,0.83,1.6,1.1,1.2,42.5,0.53,9.8,9.2,9.5,6.9,0.65
JaVale McGee,2013-14,JaVale McGee 2013-14,5,49,1.6,3.6,4.0,-50.5,-2.02,0.8,1.2,1.2,-33.5,-0.40,0.0,0.6,0.6,-98.0,-0.59,4.6,3.6,3.4,28.8,0.98,0.4,0.5,0.6,-23.7,-0.14,7.4,9.6,9.8,-22.1,-2.17
JaVale McGee,2014-15,JaVale McGee 2014-15,23,117,1.4,2.0,2.3,-26.0,-0.59,0.5,0.5,0.5,12.0,0.06,0.1,0.2,0.2,-37.6,-0.08,2.1,1.8,1.6,22.2,0.36,0.6,0.5,0.5,18.4,0.10,4.8,5.0,5.1,-3.1,-0.16
JaVale McGee,2015-16,JaVale McGee 2015-16,34,184,0.5,1.2,1.3,-55.9,-0.71,1.4,1.2,1.1,18.8,0.22,0.4,0.3,0.4,3.2,0.01,2.9,2.7,2.5,6.3,0.15,0.2,0.2,0.2,41.8,0.07,5.3,5.5,5.4,-4.6,-0.25
JaVale McGee,2016-17,JaVale McGee 2016-17,77,443,1.3,1.5,1.6,-13.8,-0.22,0.8,0.7,0.7,5.1,0.04,0.1,0.1,0.1,-45.5,-0.06,3.8,3.2,2.8,20.8,0.58,0.8,0.5,0.5,58.1,0.30,6.7,6.1,5.8,10.9,0.63
JaVale McGee,2017-18,JaVale McGee 2017-18,65,349,1.9,1.9,2.0,-2.3,-0.05,1.1,0.8,0.8,36.2,0.28,0.1,0.2,0.2,-44.1,-0.09,2.3,2.2,1.9,6.1,0.12,0.7,0.5,0.5,54.9,0.27,6.2,5.6,5.4,9.8,0.52
JaVale McGee,2018-19,JaVale McGee 2018-19,75,947,2.9,3.8,4.0,-22.9,-0.91,2.8,2.3,2.1,25.6,0.53,0.2,0.5,0.5,-54.9,-0.29,5.9,5.3,4.5,13.9,0.63,2.0,1.5,1.5,37.2,0.57,13.9,13.4,12.6,4.2,0.53
JaVale McGee,2019-20,JaVale McGee 2019-20,68,475,1.9,2.2,2.3,-12.9,-0.30,0.9,0.7,0.7,23.3,0.15,0.2,0.2,0.2,-7.7,-0.02,4.0,3.6,3.1,15.2,0.47,0.9,0.7,0.7,25.5,0.19,8.0,7.5,7.0,7.0,0.49
JaVale McGee,2020-21,JaVale McGee 2020-21,46,472,3.5,4.7,4.8,-24.6,-1.18,1.9,1.6,1.4,17.8,0.26,0.6,0.9,0.9,-35.2,-0.31,2.8,2.9,2.4,-0.1,0.00,0.7,0.7,0.7,4.6,0.03,9.6,10.8,10.3,-11.7,-1.20
JaVale McGee,2021-22,JaVale McGee 2021-22,74,719,2.7,3.4,3.5,-21.3,-0.75,2.9,2.3,2.0,28.9,0.59,0.4,0.4,0.4,1.8,0.01,3.8,3.4,3.0,14.9,0.45,0.8,0.7,0.7,20.1,0.14,10.7,10.2,9.7,4.5,0.44
JaVale McGee,2022-23,JaVale McGee 2022-23,42,205,1.3,1.9,1.9,-28.9,-0.54,1.3,1.1,1.0,16.1,0.16,0.3,0.3,0.3,3.8,0.01,1.7,1.6,1.3,6.0,0.08,0.5,0.4,0.4,29.6,0.12,5.1,5.3,4.9,-3.6,-0.18
JaVale McGee,2023-24,JaVale McGee 2023-24,40,206,1.5,1.9,1.9,-22.8,-0.43,1.4,1.2,1.0,25.0,0.26,0.1,0.3,0.3,-55.0,-0.14,2.1,1.9,1.6,9.4,0.15,0.4,0.4,0.4,6.5,0.02,5.5,5.6,5.2,-2.7,-0.14
Javaris Crittenton,2007-08,Javaris Crittenton 2007-08,49,404,3.4,3.5,3.9,-2.3,-0.09,0.1,0.3,0.3,-51.4,-0.18,0.9,1.2,1.2,-18.1,-0.21,0.7,0.6,0.5,23.1,0.12,2.4,2.1,2.3,12.3,0.28,7.6,7.7,8.2,-0.9,-0.07
Javaris Crittenton,2008-09,Javaris Crittenton 2008-09,64,743,6.4,6.6,7.2,-1.9,-0.14,0.2,0.2,0.3,-10.7,-0.03,0.3,0.8,0.8,-56.2,-0.46,0.9,0.8,0.8,9.4,0.07,2.9,2.3,2.6,19.8,0.51,10.7,10.8,11.6,-0.3,-0.04
Javon Freeman-Liberty,2023-24,Javon Freeman-Liberty 2023-24,9,60,3.0,3.6,3.6,-16.6,-0.59,0.0,0.2,0.2,-100.0,-0.22,1.2,1.3,1.2,-5.0,-0.06,0.7,0.7,0.6,-4.6,-0.03,1.3,1.1,1.1,19.9,0.22,6.2,6.9,6.7,-10.2,-0.68
Javonte Green,2019-20,Javonte Green 2019-20,48,230,1.4,1.5,1.5,-6.4,-0.10,0.2,0.2,0.2,11.1,0.02,0.8,1.1,1.1,-26.1,-0.28,0.7,0.9,0.8,-25.3,-0.19,1.7,1.2,1.3,34.6,0.44,4.7,4.8,4.8,-2.2,-0.10
Javonte Green,2020-21,Javonte Green 2020-21,41,175,1.0,1.1,1.1,-7.1,-0.08,0.2,0.2,0.2,-4.6,-0.01,1.2,1.3,1.2,-1.5,-0.02,0.8,0.8,0.7,-2.1,-0.01,1.4,1.1,1.1,28.2,0.31,4.6,4.4,4.3,4.5,0.19
Javonte Green,2021-22,Javonte Green 2021-22,65,534,2.4,2.0,2.0,21.3,0.43,0.2,0.3,0.3,-31.8,-0.08,2.4,2.3,2.3,3.1,0.07,2.1,2.0,1.8,5.3,0.09,2.6,1.8,1.9,43.3,0.81,9.7,8.4,8.2,16.1,1.32
Javonte Green,2022-23,Javonte Green 2022-23,32,203,1.5,1.9,1.9,-18.3,-0.34,0.5,0.6,0.5,-13.6,-0.07,1.6,1.5,1.4,4.5,0.07,1.6,1.4,1.2,16.4,0.20,1.9,1.3,1.3,39.7,0.53,7.1,6.7,6.3,6.0,0.38
Javonte Smart,2021-22,Javonte Smart 2021-22,17,117,2.8,3.8,3.9,-25.7,-1.01,0.2,0.1,0.1,53.0,0.06,1.0,1.4,1.4,-27.3,-0.37,0.5,0.3,0.3,56.4,0.17,1.1,1.1,1.2,-2.2,-0.03,5.6,6.8,6.9,-17.2,-1.18
Jawad Williams,2008-09,Jawad Williams 2008-09,7,15,0.3,0.7,0.7,-51.0,-0.36,0.0,0.0,0.0,,0.00,1.6,1.1,1.1,39.4,0.45,0.3,0.4,0.3,-24.5,-0.07,0.0,0.0,0.0,,0.00,2.1,2.1,2.1,0.7,0.02
Jawad Williams,2009-10,Jawad Williams 2009-10,47,332,3.6,3.5,3.8,3.0,0.11,0.2,0.1,0.1,83.6,0.09,1.9,2.0,2.1,-7.1,-0.15,0.6,0.6,0.5,-11.0,-0.06,0.6,0.5,0.6,19.8,0.11,6.8,6.7,7.1,1.6,0.11
Jawad Williams,2010-11,Jawad Williams 2010-11,26,201,3.4,4.0,4.4,-13.4,-0.59,0.1,0.3,0.3,-71.0,-0.19,1.5,1.8,1.9,-18.5,-0.35,0.4,0.2,0.2,122.8,0.24,0.8,0.9,1.0,-13.7,-0.14,6.2,7.2,7.7,-13.3,-1.03
Jawun Evans,2017-18,Jawun Evans 2017-18,46,560,5.5,6.3,6.6,-11.7,-0.78,0.4,0.5,0.5,-20.6,-0.11,1.6,1.9,1.9,-18.4,-0.35,0.2,0.2,0.2,-10.9,-0.02,2.7,2.8,2.9,-1.7,-0.05,10.4,11.7,12.2,-10.7,-1.31
Jawun Evans,2018-19,Jawun Evans 2018-19,7,46,2.1,4.3,4.4,-49.7,-2.20,0.0,0.0,0.0,,0.00,0.3,0.3,0.3,-1.5,0.00,0.0,0.0,0.0,,0.00,2.0,1.8,1.9,11.5,0.21,4.3,6.3,6.6,-30.3,-1.99
Jaxson Hayes,2019-20,Jaxson Hayes 2019-20,64,552,2.8,3.2,3.3,-12.6,-0.42,2.4,2.0,1.8,22.5,0.40,0.1,0.0,0.0,65.7,0.03,3.6,3.2,2.7,14.9,0.41,1.1,0.7,0.7,52.4,0.38,10.0,9.1,8.6,9.4,0.81
Jaxson Hayes,2020-21,Jaxson Hayes 2020-21,60,463,2.0,2.2,2.3,-10.1,-0.23,1.6,1.5,1.3,9.8,0.13,0.5,0.4,0.4,24.9,0.09,3.3,3.0,2.6,11.3,0.29,1.9,1.2,1.2,52.9,0.65,9.2,8.3,7.7,12.0,0.93
Jaxson Hayes,2021-22,Jaxson Hayes 2021-22,70,645,2.0,2.4,2.4,-16.5,-0.40,1.8,1.5,1.3,26.1,0.34,1.1,1.0,1.0,6.8,0.07,3.7,3.3,2.8,14.1,0.40,2.5,1.6,1.6,53.7,0.87,11.0,9.7,9.2,13.9,1.28
Jaxson Hayes,2022-23,Jaxson Hayes 2022-23,47,321,1.9,2.4,2.4,-19.8,-0.47,0.8,0.6,0.5,46.0,0.23,0.5,1.0,0.9,-54.2,-0.51,2.3,2.1,1.7,7.5,0.13,1.8,1.3,1.3,40.2,0.51,7.2,7.3,6.8,-1.6,-0.11
Jaxson Hayes,2023-24,Jaxson Hayes 2023-24,57,254,1.3,1.6,1.6,-18.3,-0.29,1.2,0.9,0.8,32.8,0.27,0.1,0.2,0.2,-50.5,-0.10,1.9,1.6,1.4,18.6,0.25,0.7,0.5,0.5,37.8,0.19,5.2,4.9,4.5,7.4,0.33
Jay Huff,2021-22,Jay Huff 2021-22,4,4,0.8,1.0,1.0,-18.9,-0.19,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.8,1.0,1.0,-18.9,-0.19
Jay Huff,2022-23,Jay Huff 2022-23,7,68,4.4,4.7,4.7,-5.6,-0.27,2.4,1.5,1.3,75.1,0.97,0.7,1.3,1.3,-47.7,-0.61,1.4,1.1,0.9,41.0,0.35,2.7,1.6,1.6,72.9,1.15,11.7,10.1,9.7,16.3,1.58
Jay Huff,2023-24,Jay Huff 2023-24,14,17,0.1,0.3,0.3,-47.8,-0.14,0.7,0.6,0.5,28.9,0.14,0.4,0.3,0.3,20.0,0.06,0.3,0.2,0.1,84.5,0.12,0.0,0.0,0.0,,0.00,1.5,1.3,1.2,15.3,0.19
Jay Scrubb,2020-21,Jay Scrubb 2020-21,4,50,2.0,4.7,4.8,-55.8,-2.65,0.0,0.7,0.8,-98.3,-0.74,3.5,2.8,2.8,24.9,0.69,2.5,1.5,1.3,77.8,0.97,1.3,3.0,3.0,-56.8,-1.70,9.3,12.7,12.5,-27.5,-3.44
Jay Scrubb,2021-22,Jay Scrubb 2021-22,18,72,1.9,1.7,1.8,10.2,0.18,0.2,0.4,0.4,-40.1,-0.16,0.7,0.7,0.7,-9.0,-0.07,0.1,0.3,0.2,-70.8,-0.16,0.8,0.9,0.9,-3.5,-0.03,3.7,4.0,4.0,-5.7,-0.23
Jaylen Adams,2018-19,Jaylen Adams 2018-19,34,297,5.3,5.1,5.4,2.3,0.12,0.4,0.3,0.3,31.1,0.10,1.5,1.4,1.4,5.6,0.08,0.0,0.1,0.1,-112.0,-0.07,1.3,1.6,1.6,-16.2,-0.26,8.4,8.5,8.7,-0.3,-0.03
Jaylen Adams,2020-21,Jaylen Adams 2020-21,7,12,0.9,1.7,1.7,-48.3,-0.83,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.9,1.7,1.7,-48.3,-0.83
Jaylen Brown,2016-17,Jaylen Brown 2016-17,78,708,3.2,3.5,3.7,-7.8,-0.28,0.1,0.2,0.3,-40.4,-0.10,2.4,2.4,2.4,1.5,0.03,1.3,1.2,1.1,9.9,0.11,1.9,1.6,1.7,14.6,0.25,8.9,8.9,9.1,0.0,0.00
Jaylen Brown,2017-18,Jaylen Brown 2017-18,70,1287,6.0,6.3,6.6,-4.7,-0.31,0.6,0.7,0.8,-13.0,-0.10,5.5,4.8,4.8,13.7,0.65,2.0,2.0,1.8,-4.0,-0.07,4.7,4.2,4.5,9.4,0.42,18.7,18.1,18.4,3.2,0.59
Jaylen Brown,2018-19,Jaylen Brown 2018-19,74,1241,4.7,5.2,5.4,-8.5,-0.46,0.6,0.7,0.7,-1.3,-0.01,4.8,4.7,4.6,2.5,0.12,1.4,1.4,1.3,-6.3,-0.08,5.2,4.7,4.9,11.6,0.57,16.7,16.6,16.8,0.8,0.14
Jaylen Brown,2019-20,Jaylen Brown 2019-20,57,1417,8.8,9.5,9.8,-6.8,-0.67,1.5,1.5,1.5,-3.0,-0.05,7.3,6.5,6.5,11.5,0.75,1.6,1.5,1.4,3.7,0.05,6.6,5.5,5.6,20.9,1.18,25.8,24.5,24.9,5.1,1.26
Jaylen Brown,2020-21,Jaylen Brown 2020-21,58,1803,13.2,12.8,13.0,2.8,0.36,2.4,2.4,2.4,2.9,0.07,7.9,7.2,7.0,10.8,0.75,1.9,2.0,1.7,-4.3,-0.07,8.0,6.9,7.0,15.9,1.11,33.4,31.2,31.1,7.1,2.22
Jaylen Brown,2021-22,Jaylen Brown 2021-22,66,2069,14.8,14.7,15.1,1.0,0.16,0.9,1.1,1.1,-13.9,-0.15,8.5,7.7,7.7,11.0,0.84,2.3,2.1,1.7,12.0,0.21,6.2,5.7,5.8,9.5,0.56,32.8,31.2,31.3,5.1,1.61
Jaylen Brown,2022-23,Jaylen Brown 2022-23,67,2286,14.6,14.7,14.8,-0.8,-0.11,1.4,1.6,1.6,-9.6,-0.15,7.9,7.9,7.6,0.1,0.01,2.6,2.6,2.2,-2.4,-0.05,9.8,8.0,8.0,23.3,1.86,36.3,34.8,34.1,4.6,1.56
Jaylen Brown,2023-24,Jaylen Brown 2023-24,61,1839,15.9,15.1,15.1,5.3,0.81,0.9,1.0,1.0,-11.7,-0.12,4.7,4.7,4.5,1.6,0.07,2.0,1.9,1.6,6.4,0.10,9.5,8.1,8.0,18.4,1.48,33.0,30.7,30.1,7.8,2.34
Jaylen Hoard,2019-20,Jaylen Hoard 2019-20,13,52,1.0,1.3,1.4,-27.4,-0.38,0.3,0.5,0.5,-37.8,-0.17,0.5,0.5,0.5,-0.3,0.00,0.9,0.8,0.8,12.5,0.11,1.2,0.8,0.8,39.8,0.34,3.8,3.9,4.0,-2.8,-0.11
Jaylen Hoard,2020-21,Jaylen Hoard 2020-21,19,179,2.6,3.3,3.3,-21.3,-0.70,0.8,0.9,0.8,-7.8,-0.06,1.1,1.9,1.8,-41.8,-0.75,2.0,1.8,1.6,10.3,0.16,2.6,1.9,1.9,34.0,0.66,9.0,9.7,9.4,-7.3,-0.69
Jaylen Hoard,2021-22,Jaylen Hoard 2021-22,7,150,8.4,8.8,9.0,-4.1,-0.37,1.9,1.8,1.7,0.7,0.01,3.0,4.4,4.3,-31.7,-1.36,5.1,4.5,4.3,15.5,0.66,3.4,2.1,2.1,62.8,1.35,21.8,21.5,21.4,1.4,0.29
Jaylen Morris,2017-18,Jaylen Morris 2017-18,6,58,2.9,4.6,4.8,-35.1,-1.69,0.0,0.2,0.2,-95.0,-0.16,2.3,2.7,2.7,-13.6,-0.36,1.0,0.6,0.5,83.7,0.42,1.5,1.4,1.5,5.0,0.08,7.7,9.5,9.7,-17.8,-1.72
Jaylen Morris,2018-19,Jaylen Morris 2018-19,4,20,0.8,1.0,1.0,-17.6,-0.18,0.8,0.5,0.5,54.0,0.27,0.5,0.7,0.8,-33.0,-0.25,0.0,0.3,0.3,-128.0,-0.32,2.5,2.4,2.5,3.8,0.10,4.5,4.9,5.0,-7.6,-0.38
Jaylen Morris,2021-22,Jaylen Morris 2021-22,3,10,2.0,2.9,3.0,-30.6,-0.92,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.3,0.3,0.3,3.0,0.01,2.3,3.2,3.3,-27.2,-0.91
Jaylen Nowell,2019-20,Jaylen Nowell 2019-20,15,106,3.4,3.0,3.1,12.9,0.40,0.3,0.3,0.3,3.5,0.01,1.1,1.7,1.7,-38.9,-0.67,0.5,0.6,0.5,-28.3,-0.13,1.7,1.5,1.5,16.5,0.25,6.9,7.0,7.1,-2.1,-0.15
Jaylen Nowell,2020-21,Jaylen Nowell 2020-21,43,566,6.5,6.7,6.8,-2.5,-0.17,1.1,1.0,1.0,12.3,0.13,2.9,3.3,3.2,-12.5,-0.40,0.3,0.3,0.3,3.2,0.01,2.0,1.8,1.9,11.6,0.22,12.9,13.2,13.2,-1.6,-0.21
Jaylen Nowell,2021-22,Jaylen Nowell 2021-22,62,808,7.6,6.9,7.1,8.6,0.61,0.3,0.4,0.5,-25.8,-0.12,3.0,2.7,2.6,12.5,0.33,0.5,0.4,0.3,46.5,0.16,3.0,2.4,2.5,23.0,0.57,14.4,12.8,13.0,11.9,1.55
Jaylen Nowell,2022-23,Jaylen Nowell 2022-23,65,1062,8.0,8.2,8.2,-2.7,-0.22,0.6,0.6,0.6,-5.9,-0.03,2.8,3.3,3.2,-16.1,-0.52,0.8,0.8,0.7,-2.3,-0.02,4.4,3.6,3.6,22.2,0.79,16.5,16.5,16.3,0.0,0.00
Jaylen Nowell,2023-24,Jaylen Nowell 2023-24,9,108,7.1,7.0,7.0,1.4,0.10,0.4,1.1,1.1,-60.1,-0.67,2.3,2.0,1.9,18.7,0.35,0.0,0.1,0.1,-100.0,-0.11,1.2,1.9,1.9,-35.4,-0.67,11.1,12.1,12.0,-8.3,-1.00
Jaylin Williams,2022-23,Jaylin Williams 2022-23,49,496,4.1,4.3,4.3,-5.0,-0.22,1.5,1.8,1.6,-18.8,-0.30,2.6,2.1,2.1,19.6,0.40,0.8,1.2,1.0,-39.7,-0.40,1.2,1.1,1.1,9.3,0.10,10.2,10.6,10.1,-4.0,-0.41
Jaylin Williams,2023-24,Jaylin Williams 2023-24,56,392,3.4,3.5,3.5,-1.7,-0.06,0.8,0.9,0.8,-11.8,-0.10,1.8,1.6,1.6,6.5,0.10,0.6,0.7,0.6,-10.1,-0.06,0.7,0.6,0.6,15.5,0.09,7.3,7.3,7.0,-0.3,-0.02
Jayson Tatum,2017-18,Jayson Tatum 2017-18,80,1408,6.9,7.2,7.6,-4.8,-0.37,1.2,1.3,1.3,-8.2,-0.11,5.4,4.7,4.6,15.1,0.70,0.9,0.8,0.7,13.4,0.09,4.1,3.2,3.4,24.5,0.83,18.3,17.2,17.6,6.5,1.14
Jayson Tatum,2018-19,Jayson Tatum 2018-19,79,1683,10.0,10.5,10.9,-4.1,-0.45,1.3,1.2,1.2,1.9,0.02,4.1,3.9,3.9,4.7,0.19,1.6,1.5,1.3,6.6,0.08,4.5,3.8,3.9,19.3,0.76,21.6,21.0,21.3,2.8,0.60
Jayson Tatum,2019-20,Jayson Tatum 2019-20,66,1994,17.6,16.8,17.4,4.6,0.79,1.9,2.0,2.0,-5.4,-0.11,4.9,4.9,5.0,0.0,0.00,1.1,1.3,1.1,-13.5,-0.15,5.7,4.6,4.7,23.6,1.12,31.2,29.6,30.2,5.5,1.65
Jayson Tatum,2020-21,Jayson Tatum 2020-21,64,2318,23.3,24.1,24.5,-3.3,-0.82,2.2,2.0,2.0,8.0,0.16,4.8,4.0,3.9,20.9,0.82,1.7,1.5,1.3,12.8,0.16,6.0,4.5,4.5,32.9,1.49,37.9,36.1,36.2,5.0,1.81
Jayson Tatum,2021-22,Jayson Tatum 2021-22,76,2808,22.2,22.2,22.9,-0.4,-0.09,1.3,1.5,1.4,-10.2,-0.14,6.7,6.1,6.1,8.8,0.54,2.3,1.9,1.6,23.6,0.38,6.0,4.8,4.9,24.8,1.22,38.4,36.5,36.9,5.2,1.90
Jayson Tatum,2022-23,Jayson Tatum 2022-23,75,2851,22.3,22.0,22.1,1.0,0.23,2.5,2.3,2.1,9.4,0.19,7.0,6.1,5.9,16.5,0.97,2.5,2.3,1.9,11.0,0.21,7.4,6.0,6.0,23.4,1.41,41.8,38.7,38.0,7.9,3.02
Jayson Tatum,2023-24,Jayson Tatum 2023-24,64,2277,27.2,25.0,25.0,8.7,2.18,1.2,1.2,1.1,-1.4,-0.02,3.8,3.2,3.0,19.0,0.58,1.3,1.4,1.2,-6.2,-0.07,6.6,5.2,5.2,25.6,1.34,40.0,36.0,35.6,11.3,4.01
JD Davison,2022-23,JD Davison 2022-23,12,48,2.2,2.5,2.5,-12.1,-0.30,0.0,0.1,0.1,-100.0,-0.08,0.8,0.7,0.7,20.9,0.14,0.2,0.1,0.1,100.0,0.08,0.7,0.7,0.7,0.1,0.00,3.9,4.0,4.0,-4.1,-0.16
JD Davison,2023-24,JD Davison 2023-24,5,1,0.0,0.2,0.2,-100.0,-0.20,0.6,0.0,0.0,,0.60,0.0,0.0,0.0,,0.00,0.4,0.0,0.0,,0.40,0.0,0.0,0.0,,0.00,1.0,0.2,0.2,400.0,0.80
Jeenathan Williams,2022-23,Jeenathan Williams 2022-23,5,69,5.2,5.4,5.4,-4.4,-0.24,2.2,1.2,1.2,80.8,0.97,2.8,2.7,2.6,3.8,0.10,1.6,1.7,1.6,-3.8,-0.06,4.0,3.0,3.0,33.5,1.01,15.8,14.0,13.8,12.9,1.78
Jeff Adrien,2010-11,Jeff Adrien 2010-11,21,98,2.2,2.4,2.7,-9.8,-0.26,0.1,0.2,0.2,-26.0,-0.05,0.2,0.2,0.2,-17.2,-0.04,1.5,1.7,1.6,-11.7,-0.18,0.0,0.0,0.0,,0.00,4.0,4.5,4.7,-11.5,-0.54
Jeff Adrien,2011-12,Jeff Adrien 2011-12,8,27,0.9,1.0,1.1,-9.6,-0.11,0.3,0.4,0.4,-31.0,-0.12,0.5,0.5,0.5,5.3,0.03,1.3,1.2,1.3,0.1,0.00,0.1,0.1,0.1,13.0,0.02,3.0,3.2,3.4,-5.3,-0.18
Jeff Adrien,2012-13,Jeff Adrien 2012-13,52,349,2.7,2.8,3.2,-2.1,-0.07,0.7,0.7,0.7,-9.3,-0.07,0.4,0.8,0.8,-41.8,-0.33,1.6,1.8,1.7,-11.8,-0.20,0.4,0.3,0.3,29.6,0.09,5.8,6.4,6.7,-8.6,-0.58
Jeff Adrien,2013-14,Jeff Adrien 2013-14,52,456,3.1,3.4,3.8,-8.5,-0.32,0.5,0.6,0.6,-13.5,-0.08,0.8,0.9,0.9,-8.8,-0.08,3.6,3.3,3.1,11.6,0.36,0.6,0.4,0.5,47.1,0.22,8.6,8.5,8.8,1.1,0.09
Jeff Adrien,2014-15,Jeff Adrien 2014-15,17,105,2.4,2.6,2.9,-8.0,-0.24,0.9,0.7,0.8,17.6,0.13,0.3,0.4,0.4,-26.1,-0.11,1.5,1.8,1.6,-15.6,-0.26,0.4,0.4,0.4,-4.1,-0.02,5.5,6.0,6.2,-7.8,-0.48
Jeff Ayres,2011-12,Jeff Ayres 2011-12,18,52,0.8,1.0,1.1,-15.4,-0.17,0.6,0.5,0.5,13.4,0.07,0.1,0.3,0.3,-61.5,-0.21,0.6,0.7,0.7,-11.3,-0.08,0.4,0.2,0.3,52.6,0.15,2.5,2.7,2.9,-8.2,-0.24
Jeff Ayres,2012-13,Jeff Ayres 2012-13,35,203,2.2,2.3,2.6,-5.6,-0.15,0.9,1.0,1.0,-10.2,-0.10,0.7,0.7,0.7,3.8,0.03,1.1,1.1,1.1,2.8,0.03,0.4,0.3,0.3,27.5,0.09,5.4,5.5,5.8,-1.7,-0.10
Jeff Ayres,2013-14,Jeff Ayres 2013-14,71,415,2.6,2.8,3.1,-7.4,-0.23,0.9,0.8,0.8,12.8,0.10,0.1,0.1,0.1,-57.9,-0.08,1.8,1.6,1.5,13.1,0.19,0.5,0.3,0.4,39.2,0.15,5.8,5.7,5.8,2.2,0.13
